Time,TempC,TempF,WindSpeedMiles,WindSpeedKmph,WindDirDegree,WindDir16Point,WeatherDesc,PrecipMM,PrecipInches,Humidity,VisibilityKm,VisibilityMiles,PressureMB,PressureInches,CloudCover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,Date_Month
500,24.0,75.0,2,4.0,41.0,11,0,0.0,0.0,84,10,6,1012,30,8.0,26,79,21,70,24.0,75.0,4,6.0,26,79,10
600,24.0,76.0,2,4.0,42.0,11,0,0.0,0.0,84,10,6,1012,30,7.0,27,80,21,70,24.0,76.0,4,6.0,27,80,10
700,25.0,78.0,2,4.0,29.0,6,1,0.0,0.0,81,10,6,1013,30,7.0,28,82,21,70,25.0,78.0,3,5.0,28,82,10
800,27.0,80.0,2,4.0,31.0,6,1,0.0,0.0,74,10,6,1014,30,7.0,29,85,21,71,27.0,80.0,3,5.0,29,85,10
900,28.0,83.0,3,5.0,22.0,6,1,0.0,0.0,67,10,6,1014,30,6.0,31,88,21,71,28.0,83.0,4,6.0,31,88,10
1000,30.0,86.0,4,6.0,4.0,3,1,0.0,0.0,60,10,6,1014,30,6.0,33,91,21,70,30.0,86.0,4,7.0,33,91,10
1100,31.0,88.0,4,6.0,353.0,3,1,0.0,0.0,55,10,6,1013,30,5.0,34,93,21,70,31.0,88.0,5,7.0,34,93,10
1200,32.0,89.0,4,6.0,348.0,0,1,0.0,0.0,51,10,6,1012,30,5.0,35,95,21,70,32.0,89.0,5,7.0,35,95,10
1300,32.0,90.0,4,7.0,341.0,0,1,0.0,0.0,49,10,6,1011,30,5.0,36,96,21,69,32.0,90.0,5,8.0,36,96,10
1400,32.0,90.0,5,8.0,338.0,0,1,0.0,0.0,49,10,6,1011,30,5.0,36,97,21,69,32.0,90.0,5,9.0,36,97,10
1500,32.0,90.0,6,9.0,338.0,0,1,0.0,0.0,51,10,6,1010,30,5.0,36,96,21,70,32.0,90.0,7,10.0,36,96,10
1600,31.0,88.0,6,10.0,333.0,0,1,0.0,0.0,55,10,6,1010,30,4.0,35,95,22,71,31.0,88.0,8,13.0,35,95,10
1700,29.0,85.0,6,9.0,327.0,0,1,0.0,0.0,64,10,6,1011,30,3.0,32,90,22,72,29.0,85.0,9,15.0,32,90,10
1800,28.0,83.0,5,9.0,322.0,1,1,0.0,0.0,69,10,6,1011,30,2.0,31,87,21,71,28.0,83.0,10,16.0,31,87,10
1900,27.0,81.0,5,8.0,323.0,1,0,0.0,0.0,71,10,6,1012,30,3.0,30,85,21,70,27.0,81.0,9,14.0,30,85,10
2000,27.0,80.0,4,6.0,322.0,1,0,0.0,0.0,72,10,6,1013,30,4.0,29,84,21,69,27.0,80.0,7,11.0,29,84,10
2100,26.0,79.0,3,5.0,319.0,1,0,0.0,0.0,72,10,6,1013,30,6.0,28,83,21,69,26.0,79.0,6,9.0,28,83,10
2200,26.0,78.0,2,4.0,327.0,0,0,0.0,0.0,72,10,6,1013,30,8.0,28,82,20,69,26.0,78.0,4,7.0,28,82,10
2300,25.0,78.0,2,4.0,357.0,3,0,0.0,0.0,73,10,6,1013,30,7.0,27,81,20,69,25.0,78.0,4,7.0,27,81,10
0,25.0,77.0,3,4.0,9.0,3,0,0.0,0.0,75,10,6,1012,30,8.0,27,80,20,68,25.0,77.0,5,8.0,27,80,10
100,25.0,76.0,3,4.0,10.0,3,0,0.0,0.0,76,10,6,1012,30,8.0,26,80,20,68,25.0,76.0,5,8.0,26,80,10
200,24.0,76.0,2,4.0,15.0,6,0,0.0,0.0,76,10,6,1011,30,9.0,26,79,20,68,24.0,76.0,4,7.0,26,79,10
300,24.0,75.0,2,4.0,11.0,3,0,0.0,0.0,77,10,6,1011,30,9.0,26,79,20,68,24.0,75.0,4,7.0,26,79,10
400,24.0,75.0,3,4.0,8.0,3,0,0.0,0.0,77,10,6,1012,30,9.0,26,78,20,67,24.0,75.0,5,8.0,26,78,10
500,24.0,75.0,3,5.0,16.0,6,0,0.0,0.0,77,10,6,1012,30,9.0,26,78,19,67,24.0,75.0,5,9.0,26,78,10
600,24.0,75.0,3,5.0,28.0,6,0,0.0,0.0,77,10,6,1013,30,9.0,26,79,19,67,24.0,75.0,5,9.0,26,79,10
700,25.0,77.0,3,4.0,36.0,11,1,0.0,0.0,76,10,6,1013,30,8.0,27,81,20,68,25.0,77.0,4,7.0,27,81,10
800,27.0,80.0,3,5.0,30.0,6,1,0.0,0.0,68,10,6,1014,30,8.0,28,83,20,68,27.0,80.0,4,6.0,28,83,10
900,28.0,83.0,4,6.0,12.0,6,1,0.0,0.0,61,10,6,1014,30,8.0,30,86,20,68,28.0,83.0,5,7.0,30,86,10
1000,30.0,85.0,4,7.0,2.0,3,1,0.0,0.0,55,10,6,1014,30,8.0,32,89,20,67,30.0,85.0,5,8.0,32,89,10
1100,31.0,88.0,5,8.0,358.0,3,1,0.0,0.0,51,10,6,1013,30,8.0,33,92,20,67,31.0,88.0,5,9.0,33,92,10
1200,32.0,89.0,4,7.0,357.0,3,1,0.0,0.0,48,10,6,1012,30,8.0,34,94,20,68,32.0,89.0,5,8.0,34,94,10
1300,32.0,90.0,4,7.0,349.0,0,1,0.0,0.0,47,10,6,1011,30,7.0,35,96,20,68,32.0,90.0,5,8.0,35,96,10
1400,33.0,91.0,5,8.0,339.0,0,1,0.0,0.0,48,10,6,1010,30,7.0,36,96,20,69,33.0,91.0,5,9.0,36,96,10
1500,32.0,90.0,6,10.0,335.0,0,1,0.0,0.0,49,10,6,1009,30,6.0,36,97,21,69,32.0,90.0,7,11.0,36,97,10
1600,31.0,88.0,6,10.0,333.0,0,1,0.0,0.0,55,10,6,1010,30,5.0,35,95,22,71,31.0,88.0,8,14.0,35,95,10
1700,30.0,85.0,5,9.0,329.0,0,1,0.0,0.0,64,10,6,1010,30,4.0,33,91,23,73,30.0,85.0,8,14.0,33,91,10
1800,28.0,83.0,5,8.0,327.0,0,1,0.0,0.0,68,10,6,1010,30,5.0,31,88,22,71,28.0,83.0,9,14.0,31,88,10
1900,28.0,82.0,5,8.0,325.0,1,0,0.0,0.0,71,10,6,1011,30,7.0,30,86,22,71,28.0,82.0,9,14.0,30,86,10
2000,27.0,80.0,4,7.0,322.0,1,0,0.0,0.0,72,10,6,1012,30,10.0,29,85,21,70,27.0,80.0,8,13.0,29,85,10
2100,26.0,80.0,4,6.0,331.0,0,0,0.0,0.0,73,10,6,1012,30,10.0,29,83,21,70,26.0,80.0,7,11.0,29,83,10
2200,26.0,79.0,4,6.0,347.0,0,0,0.0,0.0,74,10,6,1012,30,7.0,28,82,21,70,26.0,79.0,7,11.0,28,82,10
2300,26.0,78.0,3,5.0,350.0,3,0,0.0,0.0,75,10,6,1012,30,7.0,27,81,21,69,26.0,78.0,6,10.0,27,81,10
0,25.0,77.0,3,5.0,357.0,3,0,0.0,0.0,70,10,6,1011,30,5.0,27,80,19,67,25.0,77.0,6,9.0,27,80,10
100,25.0,77.0,3,5.0,6.0,3,0,0.0,0.0,72,10,6,1011,30,6.0,27,80,19,67,25.0,77.0,6,9.0,27,80,10
200,25.0,76.0,3,5.0,1.0,3,0,0.0,0.0,72,10,6,1010,30,6.0,26,79,19,66,25.0,76.0,6,9.0,26,79,10
300,24.0,76.0,3,5.0,2.0,3,0,0.0,0.0,73,10,6,1011,30,7.0,26,79,19,66,24.0,76.0,5,9.0,26,79,10
400,24.0,75.0,3,4.0,12.0,6,0,0.0,0.0,73,10,6,1011,30,7.0,26,78,19,66,24.0,75.0,5,8.0,26,78,10
500,24.0,75.0,3,4.0,23.0,6,0,0.0,0.0,73,10,6,1012,30,7.0,26,78,19,65,24.0,75.0,5,8.0,26,78,10
600,24.0,76.0,2,4.0,27.0,6,0,0.0,0.0,73,10,6,1012,30,7.0,26,79,19,66,24.0,76.0,4,7.0,26,79,10
700,25.0,78.0,2,4.0,24.0,6,1,0.0,0.0,72,10,6,1013,30,7.0,27,81,19,67,25.0,78.0,4,6.0,27,81,10
800,27.0,81.0,3,4.0,25.0,6,1,0.0,0.0,65,10,6,1013,30,7.0,29,84,19,67,27.0,81.0,3,6.0,29,84,10
900,29.0,83.0,3,5.0,25.0,6,1,0.0,0.0,58,10,6,1014,30,6.0,30,87,19,67,29.0,83.0,4,6.0,30,87,10
1000,30.0,86.0,4,6.0,21.0,6,1,0.0,0.0,52,10,6,1013,30,6.0,32,90,19,67,30.0,86.0,4,7.0,32,90,10
1100,31.0,89.0,3,5.0,17.0,6,1,0.0,0.0,48,10,6,1012,30,6.0,34,93,19,67,31.0,89.0,4,6.0,34,93,10
1200,32.0,90.0,4,6.0,360.0,3,1,0.0,0.0,46,10,6,1011,30,5.0,35,95,20,67,32.0,90.0,4,7.0,35,95,10
1300,33.0,91.0,4,6.0,340.0,0,1,0.0,0.0,44,10,6,1010,30,5.0,36,96,20,67,33.0,91.0,5,7.0,36,96,10
1400,33.0,92.0,5,8.0,325.0,1,1,0.0,0.0,45,10,6,1009,30,6.0,36,97,20,68,33.0,92.0,6,9.0,36,97,10
1500,33.0,91.0,6,9.0,324.0,1,1,0.0,0.0,46,10,6,1009,30,6.0,36,97,20,68,33.0,91.0,7,11.0,36,97,10
1600,32.0,89.0,6,10.0,326.0,1,1,0.0,0.0,52,10,6,1010,30,5.0,35,95,21,70,32.0,89.0,8,13.0,35,95,10
1700,30.0,86.0,6,9.0,325.0,1,1,0.0,0.0,62,10,6,1010,30,5.0,33,91,22,72,30.0,86.0,9,15.0,33,91,10
1800,28.0,83.0,5,9.0,327.0,0,1,0.0,0.0,66,10,6,1011,30,5.0,31,88,21,70,28.0,83.0,10,16.0,31,88,10
1900,28.0,82.0,4,7.0,332.0,0,0,0.0,0.0,69,10,6,1011,30,5.0,30,86,21,70,28.0,82.0,8,13.0,30,86,10
2000,27.0,80.0,4,6.0,330.0,0,0,0.0,0.0,71,10,6,1012,30,4.0,29,84,21,70,27.0,80.0,7,12.0,29,84,10
2100,26.0,80.0,4,6.0,339.0,0,0,0.0,0.0,72,10,6,1012,30,10.0,29,83,21,69,26.0,80.0,7,10.0,29,83,10
2200,26.0,79.0,3,5.0,4.0,3,0,0.0,0.0,73,10,6,1012,30,22.0,28,83,21,69,26.0,79.0,5,8.0,28,83,10
2300,26.0,79.0,2,3.0,2.0,3,0,0.0,0.0,74,10,6,1012,30,23.0,28,83,21,69,26.0,79.0,4,6.0,28,83,10
0,26.0,79.0,3,5.0,3.0,3,2,0.0,0.0,72,10,6,1011,30,45.0,28,83,21,69,26.0,79.0,5,9.0,28,83,10
100,26.0,79.0,2,4.0,20.0,6,2,0.0,0.0,72,10,6,1010,30,46.0,28,82,21,69,26.0,79.0,4,6.0,28,82,10
200,26.0,78.0,2,4.0,24.0,6,2,0.0,0.0,73,10,6,1010,30,44.0,28,82,21,69,26.0,78.0,4,7.0,28,82,10
300,25.0,78.0,3,5.0,11.0,3,2,0.0,0.0,74,10,6,1010,30,31.0,27,81,20,69,25.0,78.0,5,9.0,27,81,10
400,25.0,77.0,3,4.0,13.0,6,0,0.0,0.0,75,10,6,1010,30,19.0,27,81,20,69,25.0,77.0,5,8.0,27,81,10
500,25.0,77.0,2,4.0,18.0,6,0,0.0,0.0,76,10,6,1011,30,16.0,27,81,20,69,25.0,77.0,4,7.0,27,81,10
600,26.0,78.0,2,4.0,7.0,3,0,0.0,0.0,76,10,6,1012,30,15.0,27,81,20,69,26.0,78.0,4,7.0,27,81,10
700,27.0,80.0,3,4.0,9.0,3,1,0.0,0.0,75,10,6,1012,30,12.0,29,84,21,70,27.0,80.0,4,7.0,29,84,10
800,28.0,82.0,3,5.0,24.0,6,1,0.0,0.0,67,10,6,1013,30,8.0,31,87,21,70,28.0,82.0,4,6.0,31,87,10
900,30.0,85.0,3,5.0,46.0,11,1,0.0,0.0,62,10,6,1013,30,7.0,33,91,21,70,30.0,85.0,4,6.0,33,91,10
1000,31.0,88.0,3,5.0,64.0,14,1,0.0,0.0,57,10,6,1013,30,6.0,35,95,22,71,31.0,88.0,4,6.0,35,95,10
1100,32.0,90.0,4,6.0,84.0,15,1,0.0,0.0,53,10,6,1012,30,6.0,37,98,22,71,32.0,90.0,4,7.0,37,98,10
1200,34.0,92.0,3,4.0,118.0,13,1,0.0,0.0,49,10,6,1011,30,7.0,38,100,22,71,34.0,92.0,3,5.0,38,100,10
1300,34.0,94.0,1,2.0,169.0,7,1,0.0,0.0,46,10,6,1010,30,11.0,38,101,21,70,34.0,94.0,1,2.0,38,101,10
1400,34.0,94.0,2,3.0,275.0,4,1,0.0,0.0,45,10,6,1010,30,11.0,39,101,21,70,34.0,94.0,2,3.0,39,101,10
1500,34.0,93.0,4,6.0,303.0,2,1,0.0,0.0,45,10,6,1009,30,9.0,38,101,21,70,34.0,93.0,4,7.0,38,101,10
1600,33.0,91.0,6,10.0,292.0,2,1,0.0,0.0,50,10,6,1009,30,7.0,37,99,22,71,33.0,91.0,8,13.0,37,99,10
1700,31.0,88.0,6,10.0,274.0,4,1,0.0,0.0,60,10,6,1010,30,9.0,35,95,23,73,31.0,88.0,11,17.0,35,95,10
1800,30.0,86.0,5,8.0,262.0,4,6,0.0,0.0,64,9,5,1010,30,37.0,33,92,22,71,30.0,86.0,9,15.0,33,92,10
1900,29.0,85.0,4,6.0,258.0,5,6,0.0,0.0,66,9,5,1011,30,44.0,33,91,22,71,29.0,85.0,7,11.0,33,91,10
2000,29.0,84.0,3,5.0,286.0,2,6,0.0,0.0,67,9,5,1012,30,28.0,32,89,22,71,29.0,84.0,5,8.0,32,89,10
2100,28.0,83.0,3,5.0,1.0,3,0,0.0,0.0,70,10,6,1012,30,24.0,31,88,22,72,28.0,83.0,6,9.0,31,88,10
2200,28.0,82.0,2,3.0,4.0,3,6,0.0,0.0,71,9,5,1012,30,40.0,31,87,22,72,28.0,82.0,3,5.0,31,87,10
2300,28.0,82.0,0,1.0,348.0,0,6,0.0,0.0,71,9,5,1012,30,46.0,31,87,22,71,28.0,82.0,1,1.0,31,87,10
0,28.0,82.0,2,4.0,4.0,3,2,0.0,0.0,70,10,6,1012,30,54.0,31,87,22,71,28.0,82.0,4,6.0,31,87,10
100,28.0,82.0,2,4.0,358.0,3,6,0.0,0.0,70,9,5,1011,30,48.0,30,87,22,71,28.0,82.0,4,7.0,30,87,10
200,27.0,81.0,2,4.0,16.0,6,2,0.0,0.0,71,10,6,1011,30,43.0,30,86,22,71,27.0,81.0,4,6.0,30,86,10
300,27.0,81.0,2,3.0,46.0,11,2,0.0,0.0,72,10,6,1011,30,46.0,29,85,22,71,27.0,81.0,4,6.0,29,85,10
400,27.0,80.0,2,3.0,72.0,14,2,0.0,0.0,75,10,6,1011,30,30.0,29,84,22,71,27.0,80.0,3,5.0,29,84,10
500,26.0,80.0,2,3.0,89.0,15,2,0.0,0.0,76,10,6,1012,30,46.0,29,84,22,71,26.0,80.0,4,6.0,29,84,10
600,27.0,80.0,2,3.0,73.0,14,2,0.0,0.0,77,10,6,1013,30,41.0,29,85,22,71,27.0,80.0,4,6.0,29,85,10
700,28.0,82.0,2,4.0,53.0,11,1,0.0,0.0,76,10,6,1013,30,23.0,31,87,23,73,28.0,82.0,3,6.0,31,87,10
800,29.0,84.0,3,4.0,56.0,11,1,0.0,0.0,70,10,6,1014,30,14.0,32,90,23,73,29.0,84.0,3,5.0,32,90,10
900,30.0,87.0,3,5.0,63.0,14,1,0.0,0.0,64,10,6,1014,30,13.0,34,94,23,73,30.0,87.0,4,6.0,34,94,10
1000,32.0,89.0,3,5.0,72.0,14,1,0.0,0.0,57,10,6,1014,30,12.0,36,97,22,72,32.0,89.0,3,5.0,36,97,10
1100,33.0,92.0,3,5.0,98.0,15,1,0.0,0.0,51,10,6,1013,30,13.0,37,99,22,71,33.0,92.0,4,6.0,37,99,10
1200,34.0,93.0,4,6.0,129.0,12,1,0.0,0.0,46,10,6,1012,30,11.0,38,100,21,70,34.0,93.0,5,7.0,38,100,10
1300,34.0,94.0,3,5.0,155.0,10,1,0.0,0.0,44,10,6,1011,30,11.0,38,101,21,69,34.0,94.0,4,6.0,38,101,10
1400,35.0,94.0,3,5.0,192.0,8,1,0.0,0.0,42,10,6,1010,30,10.0,38,101,20,68,35.0,94.0,4,6.0,38,101,10
1500,34.0,94.0,3,5.0,228.0,9,1,0.0,0.0,43,10,6,1010,30,12.0,38,101,20,68,34.0,94.0,4,6.0,38,101,10
1600,33.0,91.0,5,8.0,259.0,5,1,0.0,0.0,48,10,6,1010,30,9.0,37,98,21,70,33.0,91.0,7,11.0,37,98,10
1700,31.0,88.0,7,12.0,268.0,4,1,0.0,0.0,58,10,6,1011,30,8.0,34,94,22,72,31.0,88.0,12,19.0,34,94,10
1800,30.0,86.0,6,10.0,270.0,4,1,0.0,0.0,62,10,6,1011,30,7.0,33,91,21,70,30.0,86.0,11,19.0,33,91,10
1900,29.0,84.0,4,6.0,262.0,4,0,0.0,0.0,64,10,6,1012,30,8.0,32,89,21,70,29.0,84.0,7,12.0,32,89,10
2000,29.0,83.0,2,4.0,270.0,4,0,0.0,0.0,65,10,6,1013,30,7.0,31,88,21,70,29.0,83.0,5,7.0,31,88,10
2100,28.0,82.0,1,2.0,294.0,2,0,0.0,0.0,67,10,6,1013,30,6.0,31,87,21,70,28.0,82.0,2,3.0,31,87,10
2200,28.0,82.0,2,3.0,42.0,11,0,0.0,0.0,69,10,6,1013,30,7.0,30,86,21,70,28.0,82.0,3,5.0,30,86,10
2300,27.0,81.0,1,1.0,59.0,14,0,0.0,0.0,70,10,6,1013,30,17.0,30,86,21,70,27.0,81.0,2,3.0,30,86,10
0,27.0,81.0,2,3.0,62.0,14,2,0.0,0.0,67,10,6,1012,30,45.0,30,85,21,69,27.0,81.0,4,6.0,30,85,10
100,27.0,81.0,1,2.0,83.0,15,2,0.0,0.0,68,10,6,1011,30,46.0,29,85,21,70,27.0,81.0,2,4.0,29,85,10
200,27.0,80.0,0,1.0,25.0,6,2,0.0,0.0,70,10,6,1011,30,45.0,29,84,21,69,27.0,80.0,1,1.0,29,84,10
300,27.0,80.0,1,1.0,342.0,0,2,0.0,0.0,70,10,6,1011,30,46.0,29,84,21,69,27.0,80.0,1,2.0,29,84,10
400,27.0,80.0,1,1.0,61.0,14,2,0.0,0.0,70,10,6,1011,30,38.0,29,84,21,70,27.0,80.0,2,3.0,29,84,10
500,27.0,80.0,2,4.0,3.0,3,2,0.0,0.0,70,10,6,1011,30,44.0,29,84,21,69,27.0,80.0,4,7.0,29,84,10
600,27.0,81.0,4,6.0,355.0,3,2,0.0,0.0,69,10,6,1012,30,44.0,29,84,21,70,27.0,81.0,6,10.0,29,84,10
700,27.0,81.0,3,5.0,7.0,3,2,0.0,0.0,70,10,6,1013,30,46.0,30,85,21,70,27.0,81.0,5,8.0,30,85,10
800,28.0,82.0,2,3.0,53.0,11,2,0.0,0.0,70,10,6,1014,30,44.0,30,86,22,71,28.0,82.0,3,5.0,30,86,10
900,28.0,83.0,2,3.0,71.0,14,2,0.0,0.0,67,10,6,1014,30,45.0,31,88,21,71,28.0,83.0,2,4.0,31,88,10
1000,30.0,85.0,2,3.0,56.0,11,2,0.0,0.0,63,10,6,1014,30,38.0,33,91,21,71,30.0,85.0,3,4.0,33,91,10
1100,31.0,88.0,2,4.0,11.0,6,2,0.0,0.0,57,10,6,1013,30,28.0,35,94,21,70,31.0,88.0,3,4.0,35,94,10
1200,33.0,91.0,3,5.0,353.0,3,1,0.0,0.0,50,10,6,1012,30,24.0,36,97,21,70,33.0,91.0,3,5.0,36,97,10
1300,33.0,92.0,2,4.0,338.0,0,1,0.0,0.0,46,10,6,1011,30,21.0,37,98,21,69,33.0,92.0,3,5.0,37,98,10
1400,34.0,93.0,3,5.0,306.0,1,1,0.0,0.0,44,10,6,1010,30,17.0,37,99,20,69,34.0,93.0,3,5.0,37,99,10
1500,34.0,92.0,5,8.0,285.0,2,1,0.0,0.0,44,10,6,1010,30,11.0,37,99,20,68,34.0,92.0,6,9.0,37,99,10
1600,32.0,90.0,6,9.0,278.0,4,1,0.0,0.0,49,10,6,1010,30,7.0,36,97,21,70,32.0,90.0,8,12.0,36,97,10
1700,31.0,87.0,6,9.0,274.0,4,1,0.0,0.0,59,10,6,1010,30,5.0,34,93,22,72,31.0,87.0,10,15.0,34,93,10
1800,29.0,85.0,6,10.0,281.0,4,1,0.0,0.0,63,10,6,1011,30,6.0,32,90,21,70,29.0,85.0,11,18.0,32,90,10
1900,29.0,83.0,5,8.0,285.0,2,0,0.0,0.0,66,10,6,1012,30,9.0,31,88,21,70,29.0,83.0,9,14.0,31,88,10
2000,28.0,83.0,3,5.0,289.0,2,0,0.0,0.0,68,10,6,1012,30,14.0,31,87,21,70,28.0,83.0,5,9.0,31,87,10
2100,28.0,82.0,2,3.0,318.0,1,0,0.0,0.0,69,10,6,1013,30,21.0,30,86,21,70,28.0,82.0,4,6.0,30,86,10
2200,27.0,81.0,1,1.0,295.0,2,2,0.0,0.0,70,10,6,1013,30,27.0,30,86,21,70,27.0,81.0,2,3.0,30,86,10
2300,27.0,81.0,2,3.0,249.0,5,2,0.0,0.0,71,10,6,1012,30,30.0,29,85,21,70,27.0,81.0,3,5.0,29,85,10
0,27.0,80.0,1,2.0,128.0,12,0,0.0,0.0,70,10,6,1011,30,23.0,29,84,21,69,27.0,80.0,2,3.0,29,84,10
100,26.0,80.0,0,1.0,282.0,2,0,0.0,0.0,71,10,6,1011,30,16.0,29,83,21,69,26.0,80.0,1,1.0,29,83,10
200,26.0,79.0,1,2.0,126.0,12,0,0.0,0.0,72,10,6,1010,30,14.0,28,83,21,69,26.0,79.0,2,3.0,28,83,10
300,26.0,79.0,1,1.0,10.0,3,0,0.0,0.0,73,10,6,1010,30,15.0,28,82,21,69,26.0,79.0,1,2.0,28,82,10
400,26.0,78.0,1,1.0,64.0,14,0,0.0,0.0,74,10,6,1010,30,21.0,28,82,21,69,26.0,78.0,2,3.0,28,82,10
500,26.0,78.0,1,2.0,47.0,11,2,0.0,0.0,75,10,6,1011,30,28.0,28,82,21,69,26.0,78.0,2,4.0,28,82,10
600,26.0,79.0,2,3.0,54.0,11,2,0.0,0.0,76,10,6,1012,30,32.0,28,83,21,70,26.0,79.0,4,6.0,28,83,10
700,27.0,80.0,2,4.0,57.0,14,2,0.0,0.0,74,10,6,1012,30,30.0,29,85,21,71,27.0,80.0,3,5.0,29,85,10
800,28.0,83.0,3,5.0,68.0,14,1,0.0,0.0,68,10,6,1013,30,18.0,31,88,21,71,28.0,83.0,4,6.0,31,88,10
900,30.0,85.0,4,6.0,62.0,14,1,0.0,0.0,62,10,6,1013,30,10.0,33,91,22,71,30.0,85.0,4,7.0,33,91,10
1000,31.0,88.0,4,6.0,49.0,11,1,0.0,0.0,56,10,6,1013,30,7.0,34,94,21,71,31.0,88.0,4,7.0,34,94,10
1100,32.0,90.0,4,6.0,44.0,11,1,0.0,0.0,51,10,6,1011,30,7.0,36,97,21,70,32.0,90.0,4,7.0,36,97,10
1200,33.0,92.0,2,4.0,30.0,6,1,0.0,0.0,47,10,6,1010,30,7.0,37,98,21,69,33.0,92.0,3,5.0,37,98,10
1300,34.0,93.0,2,3.0,336.0,0,1,0.0,0.0,45,10,6,1009,30,10.0,37,99,20,69,34.0,93.0,2,3.0,37,99,10
1400,34.0,93.0,2,4.0,291.0,2,1,0.0,0.0,44,10,6,1008,30,8.0,37,99,20,68,34.0,93.0,3,5.0,37,99,10
1500,34.0,92.0,5,8.0,284.0,2,1,0.0,0.0,44,10,6,1008,30,6.0,37,99,20,68,34.0,92.0,5,9.0,37,99,10
1600,32.0,90.0,6,10.0,279.0,4,1,0.0,0.0,49,10,6,1008,30,5.0,36,96,21,70,32.0,90.0,8,14.0,36,96,10
1700,30.0,87.0,7,11.0,273.0,4,1,0.0,0.0,60,10,6,1008,30,5.0,33,92,22,72,30.0,87.0,11,17.0,33,92,10
1800,29.0,85.0,6,9.0,267.0,4,1,0.0,0.0,64,10,6,1009,30,5.0,32,90,21,70,29.0,85.0,10,17.0,32,90,10
1900,28.0,83.0,5,8.0,271.0,4,0,0.0,0.0,66,10,6,1010,30,6.0,31,87,21,70,28.0,83.0,9,15.0,31,87,10
2000,27.0,81.0,4,7.0,294.0,2,3,0.0,0.0,70,10,6,1011,30,72.0,30,86,21,70,27.0,81.0,8,13.0,30,86,10
2100,27.0,80.0,3,5.0,334.0,0,0,0.0,0.0,72,10,6,1011,30,12.0,29,84,21,70,27.0,80.0,5,9.0,29,84,10
2200,26.0,79.0,2,3.0,340.0,0,3,0.25,0.0,75,10,6,1011,30,81.0,29,83,21,70,26.0,79.0,3,5.0,29,83,10
2300,27.0,80.0,1,2.0,79.0,15,0,0.0,0.0,75,10,6,1011,30,14.0,29,84,21,70,27.0,80.0,2,4.0,29,84,10
0,27.0,80.0,3,4.0,25.0,6,2,0.0,0.0,70,10,6,1010,30,44.0,29,84,21,70,27.0,80.0,5,8.0,29,84,10
100,26.0,79.0,3,4.0,40.0,11,2,0.0,0.0,71,10,6,1010,30,29.0,28,83,21,69,26.0,79.0,5,8.0,28,83,10
200,26.0,79.0,2,4.0,17.0,6,2,0.0,0.0,72,10,6,1009,30,29.0,28,82,21,69,26.0,79.0,5,7.0,28,82,10
300,26.0,78.0,3,5.0,7.0,3,2,0.0,0.0,73,10,6,1009,30,40.0,28,82,20,69,26.0,78.0,6,9.0,28,82,10
400,26.0,78.0,2,4.0,6.0,3,2,0.0,0.0,73,10,6,1010,30,42.0,27,81,20,69,26.0,78.0,5,7.0,27,81,10
500,25.0,78.0,2,3.0,23.0,6,2,0.0,0.0,74,10,6,1011,30,46.0,27,81,20,69,25.0,78.0,4,6.0,27,81,10
600,26.0,78.0,3,4.0,5.0,3,2,0.0,0.0,74,10,6,1011,30,44.0,28,82,20,69,26.0,78.0,5,7.0,28,82,10
700,27.0,80.0,4,6.0,0.0,3,2,0.0,0.0,73,10,6,1012,30,47.0,29,84,21,70,27.0,80.0,6,9.0,29,84,10
800,28.0,83.0,3,5.0,25.0,6,2,0.0,0.0,67,10,6,1013,30,29.0,30,87,21,70,28.0,83.0,4,7.0,30,87,10
900,30.0,85.0,4,6.0,26.0,6,1,0.0,0.0,60,10,6,1013,30,18.0,32,90,21,69,30.0,85.0,5,7.0,32,90,10
1000,31.0,88.0,4,6.0,36.0,11,1,0.0,0.0,53,10,6,1013,30,13.0,34,93,21,69,31.0,88.0,5,7.0,34,93,10
1100,32.0,90.0,4,6.0,37.0,11,1,0.0,0.0,49,10,6,1012,30,14.0,35,96,20,69,32.0,90.0,5,7.0,35,96,10
1200,33.0,92.0,3,4.0,53.0,11,1,0.0,0.0,45,10,6,1011,30,12.0,37,98,20,68,33.0,92.0,3,5.0,37,98,10
1300,34.0,93.0,2,3.0,7.0,3,1,0.0,0.0,42,10,6,1010,30,15.0,37,99,20,68,34.0,93.0,2,3.0,37,99,10
1400,34.0,94.0,2,4.0,324.0,1,1,0.0,0.0,41,10,6,1009,30,13.0,37,99,20,67,34.0,94.0,3,5.0,37,99,10
1500,34.0,93.0,3,5.0,312.0,1,1,0.0,0.0,42,10,6,1008,30,10.0,37,99,19,67,34.0,93.0,4,6.0,37,99,10
1600,33.0,91.0,4,7.0,323.0,1,1,0.0,0.0,46,10,6,1009,30,11.0,36,97,21,69,33.0,91.0,6,9.0,36,97,10
1700,31.0,88.0,3,5.0,331.0,0,1,0.0,0.0,57,10,6,1009,30,8.0,34,94,22,71,31.0,88.0,6,9.0,34,94,10
1800,30.0,86.0,2,4.0,308.0,1,1,0.0,0.0,62,10,6,1010,30,8.0,33,91,21,70,30.0,86.0,4,7.0,33,91,10
